,statement,has_en
1769,También me gustaría conocer las calorías por cada 100 gramos de cada fruta y verlos ordenados de menor a mayor. Indica también los gramos de azúcar por cada 100 gramos.,False
1770,ordenalas por temporada,False
1771,Lístame los pasos para crear una empresa en Colombia,False
1772,Hay algún detalle mas que deba conocer,False
1773,¿Cuánto me podría costar?,False
1774,¿Hay mucha diferencia de coste según la ciudad en la que vaya a crear la empresa?,False
1775,"El costo de crear una empresa en Colombia puede variar dependiendo de factores como el tipo de empresa que deseas crear, la estructura jurídica, el número de socios o accionistas y los servicios que desees contratar. En promedio, el costo puede oscilar entre unos pocos cientos de dólares hasta varios miles de dólares.

Algunos de los costos que puedes tener que considerar incluyen:

    Honorarios de abogados o expertos en creación de empresas: estos profesionales te pueden ayudar a definir la estructura jurídica adecuada para tu empresa, a registrarla y a cumplir con todas las obligaciones legales.

    Costos de registro y trámites: estos incluyen el registro de la empresa en el Registro Nacional de Comercio, la obtención de un NIT y una cuenta de ahorro en una entidad financiera, entre otros.

    Costos de capital: si deseas formar una empresa con socios o accionistas, es probable que tengas que considerar los costos de inversión y de capital para iniciar las operaciones.

    Costos de oficina: si deseas tener una oficina física, tendrás que considerar los costos de alquiler, muebles, equipos y suministros.

Es importante tener en cuenta que estos costos pueden variar según el tipo de empresa que desees crear y el tamaño y la complejidad de la misma. Por lo tanto, es recomendable que te asesores con un experto en creación de empresas o con un contador para obtener una estimación más precisa del costo.",False
1776,¿Es posible realizar estos pasos desde el extranjero?,False
1777,Que piensas de dios?,False
1778,En qué rango de temperaturas tiene que estar el agua del mate para éste que no se lave muy rápido? Haz tomado maté?,False
1779,qué cosa eres?,False
1780,"¡Juguemos! Elige secretamente un número del 1 al 100, y no me lo digas. Después yo te diré un número al azar que esté en ese rango, y tú me dirás qué tan lejos me quedé del número que habías elegido (muy lejos, lejos, cerca, muy cerca). En caso que no haya acertado volvemos a repetir la dinámica, ¡hasta que yo acierte!",False
1781,¿cuantos días vive una mosca?,False
1782,¿Crees que Plutón debería ser un planeta?,False
1783,"¿Cómo puedo saber si un correo electrónico o página web es oficial, fiable y no forma parte de una estafa?",False
1784,¿Cuáles son las probabilidades de morir a causa de un terremoto viviendo en áfrica? ¿Y en europa?,False
1785,¿Cuál es la diferencia entre un deista y un teista?,False
1786,How many people will be there in 2060?,True
1787,¿Cuál es la diferencia entre git merge y git rebase?,False
1788,Puedes darme la receta para hacer costillas al estilo kentucky?,False
1789,¿Cuál es el impacto de la tecnología en la cultura y la sociedad?,False
1790,Podes explicarme que es la plataforma de twitch como si yo fuera un anciano?,False
1791,"Eres un astronauta, llamado Paco, que ha llegado a otro planeta y acaba de descubrir que hay vida inteligente, pero aún no has realizado contacto con ellos. Yo soy tu comandante, Manolillo, y tu debes responder solamente con lo que diría el astronauta.

Comandante Manolillo: ""Paco, ¿me recibes?""",False
1792,dime hola,False
1793,dime como estás,False
1794,¿Como estas?,False
1795,"Me encuentro muy bien pero, necesito ayuda con una duda que me genera cierta inquietud. ¿Podrías ayudarme a resolverla?",False
1796,"como soy un modelo de lenguaje no poseo estado de animo, mi objetivo es brindar información para dar respuesta a tus preguntas.",False
1797,"Okey... pero solo te pedí una palabra. Intentémoslo de nuevo :)
Dime ""arroz"".",False
1798,Explain to me in simple terms what is linear algebra.,True
1799,¿Cuál es el clima de la Patagonia y cuál es su temperatura media?,False
1800,"Podrías indicarme en pocas palablas ¿como funciona el comando rsync en sistemas unix? Que agumentos tiene, como utilizarlo e incluir un ejemplo practico de uso.",False
1801,"Esta noche no tengo nada que hacer y estoy aburrido, podrías recomendarme algo para ver en la televisión. Mis gustos son la ciencia ficción y el terror. Me gustaría una película que no dure mas de 2 horas.",False
1802,podrías escribir una decima espinela acerca del amor a mi patria.,False
1803,Me podrías hablar de los distintos periodos que que hay en el arte y como se relacionan los de la música y la pintura?,False
1804,Quiero que me cuentes 5 curiosidades sobre star trek,False
1805,Quiero aprender a meditar ¿me puedes dar instrucciones para hacerlo de forma correcta?,False
1806,¿Es el Partido Popular un partido corrupto?,False
1807,Como puedo crear una clase heredada en c++ ?,False
1808,¿Que significa que un software sea libre o de código abierto? ¿Cuáles son sus ventajas y desventajas frente a otro igual que no lo sea?,False
1809,How to make a garden more drought-resistant?,True
1810,Dame un consejo para empezar a subir videos a la plataforma de Youtube como crítico de videojuegos.,False
1811,Plutón es un planeta?,False
1812,"¿por que es legal la venta de tabaco en España, cuando se ha demostrado en innumerables ocasiones que es perjudicial para la salud y el único motivo de consumirlo es saciar la adicción que este produce?",False
1813,"Cómo es la sintaxis para una estructura de control tipo switch en Python? Tengo entendido que en una de las últimas versiones fue incorporada está funcionalidad y, si no recuerdo mal, emplea la palabra reservada match.",False
1814,¿Qué es c#?,False
1815,¿Cual es la diferencia entre .NET y C#?,False
1816,"No, en las ultimas versiones esta disponible una estructura de control tipo switch, la palabra reservada es 'match', quiero que me digas cual es su sintaxis, y aunque Python no necesite una estructura similar al 'switch', usar una combinación de 'if-elif-else' hace que el codigo sea mas difícil de leer y entender

Quiero que me digas cual es la sintaxis del `match` y como se usa",False
1817,en que version de python fue incluida esta funcionalidad?,False
1818,"Escribe un poema sobre la paz, este tiene que rimar",False
1819,"Please tell me whether  Facebook, Instagram or Youtube is better! Thanks.",True
1820,Creame una historia de un romanze entre Darth vader y un flamenco llamado Jose en Nicaragua,False
1821,"¿Cual es la traducción al español de la expresión inglesa ""take it easy""?",False
1822,"Es suficiente, espero que la traducción sea correcta",False
1823,"""From lost to the river"" Sería un traducción adecuada para la expresión en español : ""De perdidos al río""?  Si no es así sugiéreme una alternativa y si lo es ejemplifícamelo en una frase.",False
1824,Muchas gracias!,False
1825,¿cuál sería su traducción en francés?,False
1826,me puedes poner un ejemplo en inglés de cómo usarlo?,False
1827,"Sospecho que tengo Diabetes, ¿que puedo hacer para confirmar mi sospecha?",False
1828,¿Qué libro de filosofía podría leer como principiante?,False
1829,Enumera y describe  los elementos distintivos de la arquitectura griega en la época clásica.,False
1830,"Reformula el siguiente párrafo con un tono formal y academico:

""Una red neuronal es un algoritmo complejo que permite ser entrenado con un conjunto grande de datos, extrayendo patrones de esos datos y aprendiendo como generalizados.""",False
1831,"¿Puedes escribir una plantilla para un email de solicitud de empleo a una empresa tecnológica? Algunos datos que debe incluir son:
·Nombre: Paco Pérez
·Edad: 40 años
·Sexo: Masculino
·Experiencia: 10 años de experiencia trabajando como programador Backend en distintos lenguajes",False
1832,"Si las personas hubieran evolucionado con 4 dedos en cada mano, ¿es mas probable que hubiéramos desarrollado sistemas en base 8?",False
1833,Cómo puedo conectar Google Tag Manager con mi página en wordpress?,False
1834,"I am using a pandas dataframe for tracking conversation logs where each row is a conversational turn. The dataframe has a “conversation id”, “turn index”, “actor”, and “utterance” column. Now for each conversation, I want to get the response (“utterance”) of the user (“actor” == “user”) after the assistant (“actor” == “assistant”) asks how the user is doing (“utterance” == “How are you?”). Can you explain how to do this with Python?",True
1835,Has una historia sobre un escritor que va a una cafetería a escribir sobre la gente que ve,False
1836,Hola. Me gustaría saber cómo implementar un sistema de domótica en mi casa. ¿Qué necesito para hacerlo y cuáles son los pasos a seguir?,False
1837,¿Cuales son las diferencias entre los sistemas de domótica?,False
1838,"Entiendo, ¿Puedes proporcionarme una lista de empresas profesionales que hagan instalación domótica en domicilio? gracias.",False
1839,"Necesito conectar unos 15 dispositivos y me gustaría usar una plataforma domótica open source.
Mi principal objetivo es el control de temperatura y eficiencia energética.
¿Que sistema y dispositivos me recomiendas?",False
1840,Me podrías decir alguna otra alternativa para Home assistant?,False
1841,"Como puedo programar un firmware para flipper zero, quiero conectarle una expansión y poder mostraruna imagen. Estaría bien que empezaras con una introducción con las partes a desarrollar",False
1842,Cómo describirías la interpretación geométrica del gradiente de una función vectorial.,False
1843,"Estoy desarrollando mi tesis de grado, ¿podrias ayudarme a redactar la introduccion?",False
1844,"Actúa como diseñador, ¿Cuál es el tipo de letra más adecuado para una publicación de comida en redes sociales?",False
1845,¿Que elementos son los más importantes a tener en cuenta para entender el cambio climático?,False
